Date,Opponent,Result,Game Time,Attendance,Year,Team_Code
9/4/21,@ Illinois,W 37-30,3:32,"33,906",2021,706
9/11/21,Lamar,W 54-0,2:55,"16,229",2021,706
9/18/21,Middle Tenn. St.,W 27-13,3:21,"16,202",2021,706
9/25/21,@ Memphis,W 31-28,3:23,"29,264",2021,706
10/2/21,UNLV,W 24-17,3:12,"20,154",2021,706
10/9/21,@ Western Ky.,W 52-46,3:39,"15,243",2021,706
10/16/21,Rice,W 45-0,2:54,"27,515",2021,706
10/23/21,@ Louisiana Tech,W 45-16,3:13,"18,314",2021,706
11/6/21,@ UTEP,W 44-23,3:21,"31,658",2021,706
11/13/21,Southern Miss.,W 27-17,3:39,"30,105",2021,706
11/20/21,UAB,W 34-31,3:28,"35,147",2021,706
11/27/21,@ North Texas,L 23-45,3:14,"16,933",2021,706
12/3/21,Western Ky.,W 49-41,3:49,"41,148",2021,706
12/21/21,+ 25 San Diego St.,L 24-38,3:32,"15,801",2021,706
9/2/21,Houston Baptist,W 27-17,3:03,"15,908",2021,473
9/11/21,New Mexico St.,W 34-25,3:35,"28,470",2021,473
9/18/21,@ Texas A&M,L 0-34,2:57,"98,780",2021,473
9/25/21,@ UTEP,L 13-20,3:14,"15,069",2021,473
10/2/21,Air Force,L 10-38,3:15,"13,158",2021,473
10/9/21,@ 25 San Diego St.,L 7-31,3:05,"8,387",2021,473
10/16/21,Colorado St.,L 7-36,3:32,"15,403",2021,473
10/23/21,@ Wyoming,W 14-3,2:42,"20,133",2021,473
11/6/21,UNLV,L 17-31,3:16,"14,007",2021,473
11/13/21,@ Fresno St.,L 7-34,2:57,"35,020",2021,473
11/20/21,@ Boise St.,L 0-37,3:10,"28,542",2021,473
11/26/21,24 Utah St.,L 10-35,3:14,"11,046",2021,473
9/6/21,#NAME?,W 43-24,3:40,"30,709",2021,433
9/11/21,Austin Peay,W 54-17,3:30,"47,848",2021,433
9/18/21,Tulane,W 61-21,3:27,"54,198",2021,433
10/2/21,@ 2 Alabama,L 21-42,3:14,"100,077",2021,433
10/9/21,21 Arkansas,W 52-51,3:41,"60,256",2021,433
10/16/21,@ Tennessee,W 31-26,4:33,"102,455",2021,433
10/23/21,LSU,W 31-17,3:20,"64,523",2021,433
10/30/21,@ Auburn,L 20-31,3:32,"87,451",2021,433
11/6/21,Liberty,W 27-14,3:07,"53,235",2021,433
11/13/21,Texas A&M,W 29-19,3:47,"64,425",2021,433
11/20/21,Vanderbilt,W 31-17,3:19,"50,819",2021,433
11/25/21,@ Mississippi St.,W 31-21,3:39,"55,601",2021,433
1/1/22,+ 5 Baylor,L 7-21,3:25,"66,479",2021,433
9/4/21,@ 10 Oklahoma,L 35-40,3:57,"42,206",2021,718
9/11/21,Morgan St.,W 69-20,3:08,"2,100",2021,718
9/18/21,@ 11 Mississippi,L 21-61,3:27,"54,198",2021,718
9/25/21,UAB,L 21-28,3:23,"16,023",2021,718
10/2/21,@ East Caro.,L 29-52,3:24,"33,475",2021,718
10/7/21,17 Houston,L 22-40,3:19,"15,026",2021,718
10/21/21,@ Southern Methodist,L 26-55,3:24,"22,843",2021,718
10/30/21,4 Cincinnati,L 12-31,3:11,"17,012",2021,718
11/6/21,@ UCF,L 10-14,3:04,"41,030",2021,718
11/13/21,Tulsa,L 13-20,3:22,"22,784",2021,718
11/20/21,South Fla.,W 45-14,3:02,"14,496",2021,718
11/27/21,@ Memphis,L 28-33,3:22,"27,416",2021,718
9/4/21,Temple,W 61-14,3:23,"52,519",2021,587
9/11/21,@ Syracuse,W 17-7,3:44,"31,941",2021,587
9/18/21,Delaware,W 45-13,3:42,"40,129",2021,587
9/25/21,@ 3 Michigan,L 13-20,3:15,"106,943",2021,587
10/2/21,6 Ohio St.,L 13-52,3:25,"51,006",2021,587
10/9/21,9 Michigan St.,L 13-31,3:33,"41,117",2021,587
10/16/21,@ Northwestern,L 7-21,3:20,"30,218",2021,587
10/30/21,@ Illinois,W 20-14,3:12,"36,942",2021,587
11/6/21,Wisconsin,L 3-52,3:05,"40,280",2021,587
11/13/21,@ Indiana,W 38-3,3:22,"40,171",2021,587
11/20/21,@ Penn St.,L 0-28,3:12,"106,038",2021,587
11/27/21,Maryland,L 16-40,3:12,"42,729",2021,587
12/31/21,+ 15 Wake Forest,L 10-38,3:29,"28,508",2021,587
9/1/21,#NAME?,W 31-0,3:57,"9,644",2021,9
9/11/21,@ 1 Georgia,L 7-56,3:56,"92,746",2021,9
9/18/21,@ North Texas,W 40-6,3:19,"17,731",2021,9
9/25/21,@ Tulane,W 28-21,3:23,"16,023",2021,9
10/2/21,Liberty,L 12-36,3:15,"37,167",2021,9
10/9/21,Fla. Atlantic,W 31-14,3:29,"25,191",2021,9
10/16/21,@ Southern Miss.,W 34-0,2:59,"21,514",2021,9
10/23/21,Rice,L 24-30,3:38,"24,845",2021,9
11/6/21,Louisiana Tech,W 52-38,3:37,"21,261",2021,9
11/13/21,@ Marshall,W 21-14,3:18,"19,329",2021,9
11/20/21,@ UTSA,L 31-34,3:28,"35,147",2021,9
11/26/21,UTEP,W 42-25,3:25,"19,683",2021,9
12/18/21,+ 19 Brigham Young,W 31-28,3:11,"26,276",2021,9
9/4/21,Gardner-Webb,W 30-25,3:39,"15,089",2021,253
9/11/21,@ Fla. Atlantic,L 6-38,3:30,"17,736",2021,253
9/18/21,@ 21 Arkansas,L 10-45,3:11,"66,311",2021,253
9/25/21,16 La.-Lafayette,L 20-28,3:29,"17,522",2021,253
10/2/21,Arkansas St.,W 59-33,3:29,"16,377",2021,253
10/9/21,@ Troy,L 24-27,3:23,"25,424",2021,253
10/14/21,@ South Ala.,L 14-41,3:15,"16,089",2021,253
10/30/21,Georgia St.,L 14-21,3:07,"17,843",2021,253
11/6/21,Coastal Caro.,L 8-28,3:00,"12,875",2021,253
11/13/21,@ Texas St.,W 38-30,3:57,"15,896",2021,253
11/20/21,19 Brigham Young,L 17-34,3:05,"20,862",2021,253
11/27/21,@ Appalachian St.,L 3-27,2:55,"28,005",2021,253
9/4/21,@ 3 Michigan,L 14-47,3:21,"109,295",2021,774
9/11/21,Illinois St.,W 28-0,3:01,"18,122",2021,774
9/18/21,@ 13 Pittsburgh,W 44-41,3:48,"40,581",2021,774
9/25/21,San Jose St.,W 23-3,3:16,"12,317",2021,774
10/2/21,@ Buffalo,W 24-17,3:20,"17,344",2021,774
10/9/21,Ball St.,L 20-45,3:49,"11,403",2021,774
10/16/21,Kent St.,W 64-31,3:49,"18,716",2021,774
10/23/21,@ Toledo,L 15-34,3:26,"19,906",2021,774
11/3/21,Central Mich.,L 30-42,3:24,"13,137",2021,774
11/9/21,Akron,W 45-40,3:48,"8,443",2021,774
11/16/21,@ Eastern Mich.,L 21-22,3:24,"15,272",2021,774
11/23/21,@ Northern Ill.,W 42-21,3:17,"7,156",2021,774
12/27/21,#NAME?,W 52-24,3:28,"22,321",2021,774
9/4/21,@ Ohio,W 29-9,2:56,"23,904",2021,688
9/11/21,Rutgers,L 7-17,3:44,"31,941",2021,688
9/18/21,Albany (N.Y.),W 62-24,3:21,"30,156",2021,688
9/24/21,Liberty,W 24-21,3:03,"29,942",2021,688
10/2/21,@ Florida St.,L 30-33,3:31,"56,609",2021,688
10/9/21,15 Wake Forest,L 37-40,3:52,"38,554",2021,688
10/15/21,14 Clemson,L 14-17,3:41,"36,670",2021,688
10/23/21,@ Virginia Tech,W 41-36,3:33,"57,941",2021,688
10/30/21,Boston College,W 21-6,3:01,"32,022",2021,688
11/13/21,@ Louisville,L 3-41,2:53,"43,797",2021,688
11/20/21,@ 20 North Carolina St.,L 17-41,3:08,"54,083",2021,688
11/27/21,13 Pittsburgh,L 14-31,3:16,"27,939",2021,688
9/4/21,San Jose St.,W 30-7,3:18,"54,398",2021,657
9/11/21,Stanford,L 28-42,3:28,"56,945",2021,657
9/18/21,@ Washington St.,W 45-14,3:29,"24,714",2021,657
9/25/21,Oregon St.,L 27-45,3:32,"51,564",2021,657
10/2/21,@ Colorado,W 37-14,3:09,"48,197",2021,657
10/9/21,12 Utah,L 26-42,3:25,"54,088",2021,657
10/23/21,@ 8 Notre Dame,L 16-31,3:16,"77,622",2021,657
